id,text,category
461,bush to outline  toughest  budget president bush is to send his toughest budget proposals to date to the us congress  seeking large cuts in domestic spending to lower the deficit.  about 150 federal programs could be cut or axed altogether as part of a $2.5 trillion (£1.3 trillion) package aimed at curbing the giant us budget deficit. defence spending will rise  however  while the proposals exclude the cost of continuing military operations in iraq. vice-president dick cheney said the budget was the  tightest  so far.  at the heart of the administration s fifth budget  presented to congress on monday  is an austere package of domestic measures. these would see discretionary spending rise below the projected level of inflation.  such belt-tightening is designed to tackle the massive budget deficit increases of president bush s first term. mr cheney admitted that the budget was the toughest of the bush presidency but argued it was  fair and responsible .  it is not something we have done with a meat axe  nor are we suddenly turning our back on the most needy people in our society   he said. the wars in iraq and afghanistan  increased expenditure on national security after 9/11 and the 2001 recession wiped out the budget surplus inherited by president bush in 2001 and turned it into a record deficit. the shortfall is projected to rise to $427bn in 2005.  education  environmental protection and transport initiatives are set to be scaled back as a first step towards reducing the deficit to $230bn by 2009.  most controversially  the government is seeking to cut the medicaid budget  which provides health care to the nation s poorest  by $45bn and to reduce farm subsidies by $587m. spending on defence and homeland security is set to increase  although not by as much as originally planned. president bush s proposals would see the pentagon s budget rise by $19bn to $419.3bn while homeland security would get an extra $2bn.  the budget does not include the cost of running military operations in iraq and afghanistan  for which the administration in expected to seek an extra $80bn from congress later this year.  also not featuring in the proposals is the cost of funding the administration s radical proposed overhaul of social security provision. some expects believe this could require borrowing of up to $4.5bn trillion over a twenty year period. despite the republicans holding a majority in both houses of congress  the proposals will be fiercely contested over the next few months.  john mccain  a republican senator  said he was pleased the administration was prepared to tackle the deficit.  with the deficits that we are now running  i am glad the president is coming over with a very austere budget   he said. however  democratic senator kent conrad said the proposals exposed the country to huge financial commitments beyond 2009.  the cost of everything he [president bush] advocates explodes   he said.,business
462,blunkett sorry over murder plan david blunkett has apologised to mps after the home office announced  prematurely  via press release a review of murder laws.  the home secretary confirmed the review was to get under way in the wake of a law commission report which branded the current murder law as  a mess . he said the review would look at partial defences to murder  including provocation and at mandatory sentences. the home office has already said the review will begin next year.  on wednesday  a home office spokeswoman said the terms of reference for the review had not been established but it was likely to include only england and wales. news of the review was released because it was thought mr blunkett would make the official announcement in a commons debate on wednesday. but the announcement never came  with the home secretary saying the debate had never reached that stage. amid opposition anger  mr blunkett had to answer an emergency question in parliament on thursday. he said he had taken steps to ensure the incident was not repeated. shadow home secretary david davis welcomed his  gracious apology  and the review itself. but he argued the minister should have volunteered a formal statement instead of having to be  dragged  to face mps.  in its report  the law commission said it had found wide support among criminal justice professionals for an end to the mandatory life sentence for murder. the panel suggested different kinds of murders could be  graded  to recognise the seriousness of the offence.  but the home office said mandatory life sentences would not be abolished and argued courts already had flexibility. the commission  an independent body including two judges  a senior barrister and sentencing experts  had been asked to consider reforms to the defence of provocation in murder cases. but it said its proposals were unlikely to work without a far wider review of the law. results of a consultation exercise showed 64 respondents out of 146 - among them 21 judges - believed a mandatory life sentence for every murder was  indefensible and should cease .  a key question was whether one category should continue to cover all types of murder from mercy killings to serial or contract killings. the commission found support for the idea of grading murders so that the sentence reflected the seriousness of the offence. but speaking after the report was published  home office minister baroness scotland said:  murder is the most serious of crimes and we have no intention of abolishing the mandatory life sentence.  where an offender is convicted of murder  the court must pass a life sentence.  the commission also recommended tightening the law so that the provocation defence cannot be used in cases where someone has killed for revenge  such as a jealous husband who murders an unfaithful wife.,politics
463,mobiles  not media players yet  mobiles are not yet ready to be all-singing  all-dancing multimedia devices which will replace portable media players  say two reports.  despite moves to bring music download services to mobiles  people do not want to trade multimedia services with size and battery life  said jupiter. a separate study by gartner has also said real-time tv broadcasts to mobiles is  unlikely  in europe until 2007. technical issues and standards must be resolved first  said the report. batteries already have to cope with other services that operators offer  like video playback  video messaging  megapixel cameras and games amongst others. bringing music download services based on the success of computer-based download services will put more demands on battery life.  fifty percent of europeans said the size of a mobile was the most important factor when it came to choosing their phone  but more power demands tend to mean larger handsets.  mobile phone music services must not be positioned to compete with the pc music experience as the handsets are not yet ready   said thomas husson  mobile analyst at jupiter research.  mobile music services should be new and different  and enable operators to differentiate their brands and support third generation network launches.  other problems facing mobile music include limited storage on phones  compared to portable players which can hold up to 40gb of music. the mobile industry is keen to get into music downloading  after the success of apple s itunes  napster and other net music download services.  with phones getting smarter and more powerful  there are also demands to be able to watch tv on the move. in the us  services like tivo to go let people transfer pre-recorded tv content onto their phones. but  the gartner report on mobile tv broadcasting in europe suggests direct broadcasting will have to wait. currently  tv-like services  where clips are downloaded  are offered by several european operators  like italy s tim and 3. mobile tv will have to overcome several barriers before it is widely taken up though  said the report.  various standards and ways of getting tv signals to mobiles are being worked on globally. in europe  trials in berlin and helsinki are making use of terrestrial tv masts to broadcast compressed signals to handsets with extra receivers. a service from the norwegian broadcasting corporation lets people watch tv programmes on their mobiles 24 hours a day. the service uses 3gp technology  one of the standards for mobile tv. but at the end of 2004  the european telecommunications institute (etsi) formally adopted digital video broadcasting handheld (dvb-h) as the mobile tv broadcasting standard for europe. operators will be working on the standard as a way to bring real-time broadcasts to mobiles  as well as trying to overcome several other barriers. the cost and infrastructure needs to set up the services will need to be addressed. handsets also need to be able to work with the dvb-h standard. tv services will have to live up to the expectations of the digital tv generation too  which expects good quality images at low prices  according to analysts. people are also likely to be put off watching tv on such small screens  said gartner. digital video recorders  like europe s sky+ box  and video-on-demand services mean people have much more control over what tv they watch. as a result  people may see broadcasting straight to mobiles as taking away that control. more powerful smartphones like the xda ii  nokia 6600  sonyericsson p900 and the orange e200  offering web access  text and multimedia messaging  e-mail  calendar and gaming are becoming increasingly common. a report by analysts instat/mdr has predicted that smartphone shipments will grow by 44% over the next five years. it says that smartphones will make up 117 million out of 833 million handsets shipped globally by 2009.,tech
464,paraguay novel wins us book prize a novel set in 19th century paraguay has won the $10 000 (£5 390) fiction prize at the us national book awards.  lily tuck s the news from paraguay is a fictionalised tale about paraguayan leader francisco solano lopez and his irish mistress. but the annual awards  which were presented in new york on wednesday  were not without controversy. children s author judy blume  who was given an honourary medal  used the ceremony to speak out over censorship.  sales of blume s books have exceeded 75 million  but her work - which features frank narratives about families  religion and sexuality - is closely watched by the censors. blume said:  the urge to ban is contagious. it spreads like wildfire from community to community. please speak out. censors hate publicity.  her medal marks the second year in a row the honourary prize went to someone as notable for popular success as literary greatness. last year s honorary winner  stephen king  accused the industry during the 2003 ceremony of snobbery against popular writers. but his argument that the award should help sell books instead of honouring excellence is not shared by everyone.  this year s fiction panel overlooked high-profile works such as philip roth s the plot against america and instead chose five little-known books  all by new york-based women. one fiction judge  stewart o nan  carried around a note written on a napkin that said:  i would hope that our caring more for the quality of a work than its sales figures make us a friend of books  not an enemy.  the national book awards non-fiction prize was awarded to kevin boyle s for arc of justice  which focuses on a black family s fight to live in a white detroit neighbourhood in the 1920s. the award had created a lot of interest this year after the surprise inclusion of the of the 9-11 commission report looking into the events of the 11 september terrorist attacks on the us. pete hautman won the young people s literature prize for his novel godless. the winner in the poetry category was jean valentine for door in the mountain: new and collected poems  1965-2003.,entertainment
465,building giant in asbestos payout australian building products group james hardie has agreed to pay $1.1bn (£568m) to victims of asbestos-related diseases.  the landmark deal could see thousands of people suffering from lung diseases - caused by asbestos the company once made - receive compensation. the move follows angry protests after the firm said a previous compensation fund was running out of money. a subsequent new south wales state inquiry criticised hardie s actions. in september  the inquiry found that the company had misled the public about the amount of money set aside to cover its asbestos-related liabilities  sparking the resignation of its then chief executive  peter macdonald.  campaigners welcomed news of the preliminary agreement.  this is a momentous day in the fight for victims and their families   said asbestosis sufferer bernie banton  who leads a victims  association.  there is still a long way to go  but we are getting there.  james hardie chairwoman  meredith hellicar  said the deal provided for a funding arrangement  that is affordable  sensible and workable .  at the end of the day we are dealing with compensation for people who are terminally ill. we don t know exactly how many of them there will be  we don t know over what exact period they will fall ill   she said. however  the deal still has to receive the approval of hardie s shareholders.  hardie  which currently makes more than 80% of its revenues in the us  was once australia s biggest supplier of asbestos building materials. in 2001  the company set up a fund to compensate asbestos victims  but it later admitted the fund was running short of money. a decision by hardie to move its headquarters to the netherlands - while remaining a listed company in australia - provoked a damaging public outcry. victims groups accusing it of trying to escape its responsibilities by moving abroad  a charge the company denies. australia s securities watchdog is currently investigating hardie s former chief executive and former chief financial officer over allegations of misleading investors and the general public.,business
466,troubled marsh under sec scrutiny the us stock market regulator is investigating troubled insurance broker marsh & mclennan s shareholder transactions  the firm has said.  the securities and exchange commission has asked for information about transactions involving holders of 5% or more of the firm s shares. marsh has said it is co-operating fully with the sec investigation. marsh is also the focus of an inquiry the new york attorney-general into whether insurers rigged the market. since that inquiry was launched in october  marsh has replaced its chief executive and held a boardroom shake-out to meet criticism by lessening the number of company executives on the board. prosecutors allege that marsh - the world s biggest insurance broker - and other us insurance firms may have fixed bids for corporate cover. this is the issue at the heart of the inquiry by new york s top law officer  eliot spitzer  and a separate prosecution of five insurers by the state of california. the sec s investigation into so-called related party transactions includes dealings in the trident funds  managed by mmc capital  the company s private equity firm. marsh s new chief executive  michael cherkasky  is trying to negotiate a settlement with mr spitzer. mr spitzer has built up a reputation as a fierce critic and campaigner against corporate america s misdeeds.  the uncertainty unleashed by the scandal has prompted three credit rating agencies - standard & poor s  moody s and fitch - to downgrade marsh in recent weeks. according to the financial times  insurance analysts are now questioning whether marsh will be able to maintain its strong record of earning growth as they draw up forecasts for the first quarter of next year. doubts also exist over how much the company may have to pay regulators and lawyers to put the scandal behind.,business
467,campaign  cold calls  questioned labour and the conservatives are still telephoning the millions of people who have signed up to make sure they do not get marketing  cold calls .  the parties say they can stick to the rules by ensuring that their calls are not marketing - for instance by asking about people s voting intentions. the lib dems are asking the watchdog overseeing the rules to stop the calls. the information commissioner s office says surveys are allowed but people had to be told if personal data was kept. telephone call centres are expected to be used as never before by all the three major parties in the run-up to the general election.  but seven million telephone numbers are on the telephone preference service (tps) lists  which ban unsolicited sales and marketing calls. both schemes are run by the direct marketing association and backed by eu directives on privacy and electronic communications.  the rules on marketing calls apply as much to politicians as to private sector companies. but that does not mean labour and the tories are not calling people signed up to the tps. a labour party spokesman told the bbc news website the party avoided those on tps lists when telephoning people about membership or fundraising. but that did not happen for  voter identification  calls.  when we ask which party they will vote for  that is not marketing and we have very clear legal advice that it is not   he said.  so it is not covered by the telephone preference service.   he said the party always asked people if they would be happy to be contacted again and if they said no  they were not rung again. a conservative spokeswoman said the party stuck to the rules when it rang tps subscribers. she said:  we do apply tps but in line with the law. we would not do things that are not allowed in the law.  assistant information commissioner phil jones said it was classed as marketing if political parties telephoned people to encourage them to vote for them. but  classic market research   such as a poll of voter intentions  did not constitute direct marketing  he said.  if a party is calling someone who is registered on tps and records their voting intention with a view to using this information in the future  this should be clear to the voter concerned   said mr jones.  if a party rings a person who is registered on tps to ask about their voting intention and goes on to encourage that voter to support them  the party may well be in breach of the regulations.  in summary  whether a party calling tps registered voters to check their voting intentions will breach regulations will depend on the script used and whether the script is followed.  mr jones said the watchdog received  very few complaints  on the issue.  earlier  lib dem chairman matthew taylor wrote to the watchdog saying:  the advice we have received on several previous occasions is that such phone calls are illegal.  he says evidence from local lib dem parties around the country suggests there are  significant  numbers of such calls.  i hope you can therefore take swift and efficient action to ensure that this ceases   he tells the commissioner. mr taylor argues there should be new guidelines so all parties can act in the same way if the watchdog believes the rules allow parties to ring tps numbers about voting intentions and later urge those people to vote for them.,politics
468,green fear for transport ballot the green party is concerned thousands of residents may not be able to vote in edinburgh s transport referendum.  edinburgh city council is to ballot constituents on proposals to introduce congestion charging in the capital. but green msp mark ballard fears people not on the council s edited electoral register may miss out. local authorities can only send ballot papers to those on the edited list over non-statutory matters  such as the transport referendum. therefore  residents who have exercised their right to have their details left off the list could miss the chance to vote.  however  there is still time for those who are not on the list to contact the council and make sure they are sent ballot forms ahead of february s voting deadline. mr ballard said:  this vote will set the future of transport in edinburgh for decades to come.  it is therefore vital that as many residents as possible in edinburgh city and the surrounding areas  are registered to vote in the ballot.  many people are not aware that they may miss out on their chance to have a say.  everyone involved in this debate - both for and against - wants the ballot to be as fair and representative as possible  and that means encouraging people to take part.  the ballot will ask residents to vote for or against the council s proposed congestion charge scheme and a host of transport improvements to be funded by it. the outcome of the referendum will be known next month after the ballot forms are sent out and returned to the council. towards the end of february  the council will meet to decide whether to proceed with an application to scottish ministers for approval for its planned congestion charging scheme and the other parts of its transport package.,politics
469,blair  up for it  ahead of poll tony blair says his personal standing in the eyes of voters will be  an issue  in the general election.  the prime minister said he was  up for it  as the country waits to go to the polls  possibly in a matter of weeks. he told the observer government life was a  constant barrage of attack  but said he would not stay in charge if he felt unable to contribute. mr blair also spoke of meeting many people across the country with concerns about the compensation culture.  he said britain was in danger of needless panic over public safety issues.  speaking amid a flurry of pre-election campaigning  the prime minister said:  i am an issue  i always will be. whoever is the prime minister will be.  he added:  if you are afraid to take criticism  you should go and do another job.  asked if he would quit as leader if he felt like a liability to labour  he said:  it s important always not to do the job unless you feel you have something to contribute.  whether he still had something to offer  he said  was a judgement for people to make. mr blair s assessment is likely to be seen as a signal that replacing him would not bring an upsurge in fortunes for the labour administration.  his comments come as the co-chairman of the conservative party  liam fox  on saturday called him  a disappointment of historic proportions  as a prime minister. mr blair said he had learned from a series of at times tough encounters with members of the public  during question and answer sessions across the country in recent weeks. he pledged to clamp down on britain s growing compensation culture  which has brought concerns that doctors  teachers and other professionals are being hampered in their work by the fear of frivolous lawsuits.   i was quite shocked to be told by people who were running a nursery that they were worried about letting the kids out into the playground when it was wet in case one of them slipped and fell and they ended up having a legal case [against them]   he said.   we have got to look at a way of getting people protection on that.  mr blair said the government was also looking at  how to make sure that legal aid is not abused with actions against doctors and others   as part of a review being carried out by the lord chancellor s department. and there should be  real debate  about the risk posed by public safety threats  he said.  we are in danger of - depending on whatever is the media campaign of the day - ending up spending literally hundreds  sometimes millions of pounds meeting quite a small risk.   his comments come after the government announced it is to spend £200m on drugs to treat a possible outbreak of bird flu  and the sudan 1 food scare. meanwhile  commons leader peter hain has warned that on the campaign trail he has seen  dangerous complacency  being displayed by labour voters convinced of a general election victory. if labour voters  stayed at home  in marginal seats they could see tory leader michael howard  coming in the back door to number 10 with the tradesman s key to number 10  getting into power   he added.,politics
470,labour s election love-in peace and love have been in short supply in the labour party in recent days.  if press reports are to be believed  alan milburn and gordon brown have been at each other s throats over the contents of labour s next election manifesto. but the pair were all smiles on tuesday morning  as they joined john prescott to unveil labour s latest poster campaign. the event - at old billingsgate fish market on the banks of the thames - was a carefully choreographed show of unity. and the surest sign yet that we are heading for a general election in the next few months. it was also one of the most bizarre photo opportunities of recent years.  the first inkling something slightly odd was afoot was when - in place of the soft rock music normally chosen for such occasions - labour s speakers crackled to life with the sound of booker t and the mgs. then a vw camper van trundled into view  decked out in that most mind-bending of psychedelic messages -  lowest mortgage rate for 40 years . as the side-door slid open  it looked for one glorious moment as if the cabinet had decided to bury their differences and go on the road together  scooby doo-style. but  sadly  it wasn t the cabinet who had raided the dressing-up box - just six rather ill-at-ease looking labour students. two were dressed as regency dandies - to unveil a poster trumpeting  the longest period of economic growth for 200 years . another pair of students were in a beatle wig and sgt pepper jacket to highlight the  lowest interest rates since the 1960s .  the remaining two were dressed in a vague approximation of disco chic to demonstrate the  lowest unemployment since the seventies .  the politicians - led out by john prescott - were soberly-suited as always. the event may have been designed to highlight labour s economic success under mr brown  but there was little doubt who was in charge. the chancellor walked side-by-side with mr milburn  pointedly exchanging chit chat  as they approached the microphone. but it was mr milburn who took centre stage  speaking of the  positive campaign  the party hoped to stage in the  coming weeks and months .  the mobile poster vans would  let people know britain is working again . mr brown repeated the familiar mantras displayed on the posters and spoke of labour s  shared purpose  and  united dedication . it was left to mr prescott to pay glowing tribute to the chancellor s record and  in a final flourish  to produce his famous pledge card  from 1997  claiming labour has met all of its promises. the event was carefully stage-managed to underline cabinet unity. and  more specifically  to demonstrate the  central role  mr brown will play in the election campaign  despite being sidelined as campaign chief in favour of mr milburn.  but keen students of body language will have had a field day. there was much forced smiling for the cameras  but only mr prescott  who revels in such occasions  seemed to be truly enjoying himself. mr milburn made a point of turning to face the chancellor  as he spoke  nodding thoughtfully. but it was the former health secretary s final gesture  placing an arm on mr brown s back as they walked away from the microphones  which was perhaps the most telling. thanks for dropping by gordon  he might have been saying.,politics
471,cash gives way to flexible friend spending on credit and debit cards has overtaken cash spending in the uk for the first time.  the moment that plastic finally toppled cash happened at 10.38am on wednesday  according to the association for payment clearing services (apacs) apacs chose school teacher helen carroll  from portsmouth  to make the historic transaction. the switch over took place as she paid for her groceries in the supermarket chain tesco s cromwell road branch.  mrs carroll was born in the same year that plastic cards first appeared in the uk.  i pay for most things with my debit card  with occasional purchases on one of my credit cards   said mrs carroll  who teaches at peel common infants school in gosport.  spending patterns for the year and estimates for december led apacs to conclude that 10.38am was the time that plastic would finally rule the roost. shoppers in the uk are expected to put £269bn on plastic cards during the whole of 2004  compared with £268bn paid with cash  apacs said. when the first plastic cards appeared in the uk in june 1966  issued by barclaycard  but only a handful of retailers accepted them and very few customers held them.  but in less than 40 years  plastic has become our most popular way to pay  due to the added security and flexibility it offers   said apacs spokeswoman jemma smith.  the key driver has been the introduction of debit cards  which now account for two-thirds of plastic card transactions and are used by millions of us every day.,business
472,gates opens biggest gadget fair bill gates has opened the consumer electronics show (ces) in las vegas  saying that gadgets are working together more to help people manage multimedia content around the home and on the move.  mr gates made no announcement about the next generation xbox games console  which many gadget lovers had been hoping for. about 120 000 people are expected to attend the trade show which stretches over more than 1.5 million square feet and runs from 6 to 9 january. the latest trends in digital imaging  storage technologies  thinner flat screen and high-definition tvs  wireless and portable technologies  gaming  and broadband technologies will all be on show over the three days.  mr gates said that a lot of work had been done in the last year to sort out usability and compatibility issues between devices to make it easier to share content.   we predicted at the beginning of the decade that the digital approach would be taken for granted - but there was a lot of work to do.  what is fun is to come to the show and see what has been done. it is going even faster than we expected and we are excited about it.  he highlighted technology trends over the last year that had driven the need to make technology and transferring content across difference devices  seamless .  gaming is becoming more of a social thing and all of the social genres will use this rich communications.  and if we look at what has been going on with e-mail  instant messaging  blogging  entertainment - if we can make this seamless  we can create something quite phenomenal.   mr gates said the pc  like microsoft s media centre  had a central role to play in how people would be making the most out of audio  video and images but it would not be the only device.  it is the way all these devices work together which will make the difference   he said. he also cited the success of the microsoft xbox video game halo 2  released in november  which pushed xbox console sales past playstation in the last two months of 2004 for the first time in 2004. the game  which makes use of the xbox live online games service  has sold 6.23 million copies since its release.  people are online and playing together and that really points to the future   he said. several partnerships with device and hardware manufacturers were highlighted during mr gates  speech  but there were few major groundbreaking new technology announcements. although most of these affected largely us consumers  the technologies highlighted the kind of trends to come. these included what mr gates called an  ecosystem of technologies   like sbc s iptv  a high-definition tv and digital video recorder that worked via broadband to give high-quality and fast tv. there were also other deals announced which meant that people could watch and control content over portable devices and mobile phones.  ces features several more key speeches from major technology players  such as intel and hewlett packard  as well as parallel conference sessions on gaming  storage  broadband and the future of digital music. about 50 000 new products will be unleashed at the tech-fest  which is the largest yet. consumer electronics and gadgets had a phenomenal year in 2004  according to figures released by ces organisers the cea on tuesday. the gadget explosion signalled the strongest growth yet in the us in 2004. that trend is predicted to continue with wholesale shipments of consumer technologies expected to grow by 11% again in 2005.,tech
473,pension hitch for long-living men male life expectancy is much higher than originally estimated  leading pension researchers have said.  the pensions policy institute (ppi) said life expectancy for unskilled and professional men has been understated. life expectancy at birth is 71 years for a manual worker and 79 years for a professional - a gap of eight years. but if measured at age 65 instead  the ppi said  a manual worker will live to 81 years and a professional worker to 86 years - a gap of just five years. the ppi s estimate is higher because it excludes people who have died before they reach 65 years of age and also takes into account ongoing improvements in life expectancy.  the government has ruled out raising the state pension age  because it says it would penalise lower-skilled workers who generally have lower life expectancies. chris curry  ppi research director  said its calculations suggested there could be more pressure on state pension spending than originally envisaged.  even people in social class v [unskilled manual workers] who are widely likely to have the lowest life expectancy can still expect to live 16 years after state pension age   he said. researchers have not updated life expectancy projections for women  who on average live longer than men.,business
474,pop band busted to  take a break  chart-topping pop band busted have confirmed that they plan to  take a break   following rumours that they were on the verge of splitting.  a statement from the band s record company universal said frontman charlie simpson planned to spend some time working with his other band  fightstar. however they said that busted would  reconvene in due course . the band have had eight top three hits  including four number ones  since they first hit the charts in 2002. their singles include what i go to school for  year 3000  crashed the wedding  you said no  and who s david   the band  which also includes members matt jay and james bourne  made the top ten with their self-titled debut album  as well as the follow-up  a present for everyone  in 2003. they won best pop act and best breakthrough act at the 2004 brit awards and were nominated for best british group. most recently they topped the charts with the theme from the live-action film version of thunderbirds  which was voted record of the year on the itv1 show. the band have capitalised on a craze for artists playing catchy pop music with rock overtones. the trio are seen as an alternative to more manufactured artists who are not considered credible musicians because they do not write their own songs or play their own instruments. however  recent rumours have suggested that simpson has been wanting to quit the band to focus on fightstar. he now plans to take fightstar on tour.,entertainment
475,apple sues  tiger  file sharers apple has taken more legal action to stop online leaks of its new products.  the computer giant has sued three men for releasing preview versions of its latest mac osx software onto file-sharing sites prior to its release. it said two versions of the operating system  codenamed tiger  were put onto the net in october and december. it is the second time in two weeks apple has taken legal action to protect its future products. tiger is due to be shipped in early 2005. last week  it filed a lawsuit against  unnamed individuals  who leaked details about new products onto the web.  the latest action was against members of the apple developer connection  a group of programmers which gets to see test versions of upcoming software so they can develop or change their own programs to work with them.  members of apple developer connection receive advance copies of apple software under strict confidentiality agreements  which we take very seriously to protect our intellectual property   apple said in a statement.  it added that its future financial results were very much dependent on developing and improving its operating systems and other software. it is thought the men used sites which employ bittorrent technology. with bittorrent technology  sites do not host actual files being shared  instead they host a link that points people to others that have the particular file. last week  the motion picture association of america launched a legal campaign targeting websites that operate using the bittorrent system in an effort to clamp down on movie piracy. apple is no stranger to taking legal action against those who leak product information. in december 2002  it sued a former contractor who allegedly put drawings  images and engineering details of its powermac g4 computer online. the latest action was filed on monday in the us district court in california. it comes just weeks before the macworld conference in san francisco  used to showcase new products.,tech
476,mobile networks seek turbo boost third-generation mobile (3g) networks need to get faster if they are to deliver fast internet surfing on the move and exciting new services.  that was one of the messages from the mobile industry at the 3gsm world congress in cannes last week. fast 3g networks are here but the focus has shifted to their evolution into a higher bandwidth service  says the global mobile suppliers association. at 3gsm  siemens showed off a system that transmits faster mobile data. the german company said data could be transmitted at one gigabit a second - up to 20 times faster than current 3g networks. the system is not available commercially yet  but motorola  the us mobile handset and infrastructure maker  held a clinic for mobile operators on hsdpa (high speed downlink packet access)  a high-speed  high bandwidth technology available now. early hsdpa systems typically offer around two megabits per second (mbps) compared with less than 384 kilobits per second (kbps) on standard 3g networks.   high-speed downlink packet access (hsdpa) - sometimes called super 3g - will be vital for profitable services like mobile internet browsing and mobile video clips   according to a report published by uk-based research consultancy analysys. a number of companies are developing the technology. nokia and canada-based wireless communication products company sierra wireless recently agreed to work together on high speed downlink packet access. the two companies aim to jointly market the hsdpa solution to global network operator customers.   while hsdpa theoretically enables data rates up to a maximum of 14mbps  practical throughputs will be lower than this in wide-area networks   said dr alastair brydon  author of the analysys report: pushing beyond the limits of 3g with hsdpa and other enhancements.  the typical average user rate in a real implementation is likely to be in the region of one megabit per second which  even at this lower rate  will more than double the capacity... when compared to basic wcdma [3g]   he added. motorola has conducted five trials of its technology and says speeds of 2.9mbps have been recorded at the edge of an outdoor 3g cell using a single hsdpa device. but some mobile operators are opting for a technology called evolution  data optimised (ev-do).  us operator sprint ordered a broadband data upgrade to its 3g network at the end of last year. we are  expanding our network and deploying ev-do technology to meet customer demand for faster wireless speeds   said oliver valente  sprint s vice president for technology development  when the contract was announced. as part of $3bn in multi-year contracts announced late last year  sprint will spend around $1bn on ev-do technology from lucent technologies  nortel networks and motorola that provides average data speeds of 0.3-0.5 megabits a second  and peak download rates of 2.4mbps. mmo2  the uk-based operator with services in the uk  ireland and germany  has opted for technology based on the high speed downlink packet access (hsdpa) standard. using technology from lucent  it will offer data speeds of 3.6mbps from next summer on its isle of man 3g network  and will eventually support speeds of up to 14.4mbps. us operator cingular wireless is also adopting hsdpa  using technology from lucent alongside equipment from siemens and ericsson.  siemens  plans for a one gigabit network may be more than a user needs today  but christoph caselitz  president of the mobile networks division at the firm says that:  by the time the next generation of mobile communication debuts in 2015  the need for transmission capacities for voice  data  image and multimedia is conservatively anticipated to rise by a factor of 10.  siemens - in collaboration with the fraunhofer german-sino lab for mobile communications and the institute for applied radio system technology - has souped up mobile communications by using three transmitting and four receiving antennae  instead of the usual one. this enables a data transmission  such as sending a big file or video  to be broken up into different flows of data that can be sent simultaneously over one radio frequency band. the speeds offered by3g mobile seemed fast at the time mobile operators were paying huge sums for 3g licences. but today  instead of connecting to the internet by slow  dial-up phone connection  many people are used to broadband networks that offer speeds of 0.5 megabits a second - must faster than 3g. this means users are likely to find 3g disappointing unless the networks are souped up. if they aren t  those lucrative  power users   such as computer geeks and busy business people will avoid them for all but the most urgent tasks  reducing the potential revenues available to mobile operators. but one gigabit a second systems will not be available immediately. siemens says that though the system works in the laboratory  it still has to assess the mobility of multiple-antennae devices and conduct field trials. a commercial system could be as far away as 2012  though siemens did not rule out an earlier date.,tech
477,web logs aid disaster recovery some of the most vivid descriptions of the devastation in southern asia are on the internet - in the form of web logs or blogs.  bloggers have been offering snapshots of information from around the region and are also providing some useful information for those who want to help. indian writer rohit gupta edits a group blog called dogs without borders. when he created it  the site was supposed to be a forum to discuss relations between india and pakistan. but in the wake of sunday s tsunami  mr gupta and his fellow bloggers switched gears.  they wanted to blog the tsunami and its aftermath. one sri lankan blogger in the group goes by the online name morquendi. with internet service disrupted by the tsunami  morquendi started sending sms text messages via cell phone from the affected areas of sri lanka.  we started publishing these smses   says mr gupta.   morquendi was describing scenes like 1 600 bodies washed up on a shore  and people burying  and burying and burying them. people digging holes with their hands. and this was coming through an sms message.  we didn t have visual accounts on radio or on tv  or in the print media.  soon  thousands of web users around the world were logging on to read morquendi s first hand accounts. in one message  morquendi wrote about a sri lankan woman who was running home with a friend when the wave hit.  she was being swept away   morquendi s message read.  she grabbed a tree with one hand and her friend with the other. she says she watched the water pull her friend away.  mr gupta says the power of morquendi s text message blogs was palpable.  he was running around  looking for friends  burying bodies  carrying bodies   mr gupta says of morquendi.  i can t even begin to imagine the psychological state he was in when he was sending us reports  and doing the relief work at the same time.  he was caught between being a journalist and being a human being.   others blogs are helping to spread information about relief efforts. dina mehta is an indian blogger who s helping with the newly created south east asia earthquake and tsunami blog. she says the blog is not meant to be filled with first person accounts.  what we re doing is we re building a resource   she says.  anyone who says  ok  i want to come and do some work in india  volunteer in india  or in sri lanka or malaysia  this is the sort of one-stop-shop that they can come to for all sorts of resources - emergency help lines  relief agencies  aid agencies  contacts for them etc.   ms mehta also says she wishes that governments in the region would realise the power of blogs.  imagine if they had this resource available to them  if there was a disaster  how quickly you could funnel aid in  and get people to help   she says. bloggers in the united states are also getting involved. ramdhan yadav kotamaraja is originally from india  but now lives in dallas. mr kotamaraja wanted to help those affected by the tsunami by pooling money with concerned friends. so  he set up an online payment system on his website. then  says mr kotamaraja  the blogging world found out.  all my blogger friends started linking up my site  and i saw a lot of people other than my friends. i d say 70% of the donations came from people i don t know.  it s simply unbelievable to me  that people that i don t know will come and start donating.  news spreads quickly on weblogs  a phenomenon that helps bloggers expand their audience and scope. in sri lanka  blogger morquendi is recruiting others to help. one recruit calls himself heretic. in one of his latest posts  heretic asks:  have you ever seen fishing trawlers on the road  ever seen a bus inside a house   well   heretic writes   that was just the least affected areas - so you can just imagine - or can you   he concludes:  keep it blogged.   clark boyd is technology correspondent for the world  a bbc world service and wgbh-boston co-production.,tech
